2017-11-01T00:31:36.064,1509496296064,4317303955000,160960,108840,6050,46070,
2017-11-01T01:03:15.873,1509498195873,4318518198000,160650,108560,6070,46020,
2017-11-01T01:34:55.789,1509500095789,4319738201000,161110,108280,6250,46580,
2017-11-01T02:06:35.673,1509501995673,4320591859000,162060,109650,5990,46420,
2017-11-01T02:38:15.553,1509503895553,4321820831000,159080,108180,6050,44850,
2017-11-01T03:09:55.374,1509505795374,4323031043000,159580,108060,6090,45430,
2017-11-01T03:41:35.294,1509507695294,4323989205000,324760,273540,6020,45200,
2017-11-01T04:13:15.108,1509509595108,4325493759000,178350,108050,25300,45000,
2017-11-01T04:44:54.98,1509511494980,4326449257000,261300,111470,104410,45420,
2017-11-01T05:16:34.901,1509513394901,4328220760000,1046920,111030,888470,47420,
2017-11-01T05:48:14.695,1509515294695,4330713610000,620060,381860,58210,179990,
2017-11-01T06:19:54.578,1509517194578,4333726367000,539090,338900,155020,45170,
2017-11-01T06:51:34.429,1509519094429,4341889226000,557640,240060,116290,201290,
2017-11-01T07:23:14.299,1509520994299,4347902744000,2361430,173020,2136520,51890,
2017-11-01T07:54:54.177,1509522894177,4352405150000,155260,108960,6480,39820,
2017-11-01T08:26:34.065,1509524794065,4353586891000,156080,110020,6480,39580,
2017-11-01T08:58:13.971,1509526693971,4354614099000,154440,108690,6320,39430,
2017-11-01T09:29:53.844,1509528593844,4355723745000,393410,347560,6270,39580,
2017-11-01T10:01:33.723,1509530493723,4356758603000,153470,108210,6380,38880,
2017-11-01T10:33:13.574,1509532393574,4357779637000,154140,107800,6570,39770,
2017-11-01T11:04:53.392,1509534293392,4358915739000,393980,348160,6440,39380,
2017-11-01T11:36:33.301,1509536193301,4359942715000,155260,109090,6390,39780,
2017-11-01T12:08:13.198,1509538093198,4361045344000,200370,109690,50220,40460,
2017-11-01T12:39:53.015,1509539993015,4362576686000,200570,110100,50190,40280,
2017-11-01T13:11:32.875,1509541892875,4363716084000,493600,350360,103740,39500,
2017-11-01T13:43:12.801,1509543792801,4364706094000,180720,109640,5620,65460,
2017-11-01T14:14:52.646,1509545692646,4366450198000,222740,108930,34220,79590,
2017-11-01T14:46:32.565,1509547592565,4368098312000,418920,172440,50220,196260,
2017-11-01T15:18:12.36,1509549492360,4370487261000,154630,109380,5770,39480,
2017-11-01T15:49:52.287,1509551392287,4371650307000,155410,110120,5670,39620,
2017-11-01T16:21:32.157,1509553292157,4372838259000,155730,110210,5730,39790,
2017-11-01T16:53:12.036,1509555192036,4373670192000,158360,112750,5700,39910,
2017-11-01T17:24:51.828,1509557091828,4374884549000,157810,112260,5690,39860,
2017-11-01T17:56:31.788,1509558991788,4376091243000,156730,111410,5620,39700,
2017-11-01T18:28:11.581,1509560891581,4377386557000,393440,297530,43550,52360,
2017-11-01T18:59:51.519,1509562791519,4382965097000,628520,304590,71980,251950,
2017-11-01T19:31:31.352,1509564691352,4387084944000,681310,306830,55940,318540,
2017-11-01T20:03:11.224,1509566591224,4390956059000,772250,302830,154530,314890,
2017-11-01T20:34:51.042,1509568491042,4394436840000,781590,308500,35100,437990,
2017-11-01T21:06:30.957,1509570390957,4398902438000,1025250,305130,675740,44380,
2017-11-01T21:38:10.847,1509572290847,4401693250000,441810,385200,5700,50910,
2017-11-01T22:09:50.656,1509574190656,4402814019000,261270,109460,103330,48480,
2017-11-01T22:41:30.564,1509576090564,4403783308000,421510,369620,5700,46190,
2017-11-01T23:13:10.462,1509577990462,4404998341000,163730,109300,5470,48960,
2017-11-01T23:44:50.287,1509579890287,4406132633000,259340,110050,103780,45510,
2017-11-02T00:16:30.166,1509581790166,4407071331000,161700,110320,5800,45580,
2017-11-02T00:48:10.079,1509583690079,4408295352000,272200,109780,117540,44880,
2017-11-02T01:19:49.883,1509585589883,4409186628000,268430,108860,114690,44880,
